ano,orgao,codigoOrgao,orgaoSuperior,codigoOrgaoSuperior,empenhado,liquidado,pago
2024,Empresa de Trens Urbanos de Porto Alegre,29205,Ministério das Cidades,56000,"558.788.235,16","360.045.890,85","344.019.683,44"
2024,Fundo Nacional de Habitação de Interesse Social,56902,Ministério das Cidades,56000,"409.364.552,70","16.933.927,51","16.933.927,51"
2024,Ministério da Pesca e Aquicultura - Unidades com vínculo direto,58000,Ministério da Pesca e Aquicultura,58000,"1.086.132.703,70","1.023.832.270,93","1.018.874.326,79"
2024,Advocacia-Geral da União - Unidades com vínculo direto,63000,Advocacia-Geral da União,63000,"4.547.765.490,57","4.371.578.763,06","4.050.621.790,76"
2024,Ministério das Mulheres - Unidades com vínculo direto,65000,Ministério das Mulheres,65000,"257.185.770,58","56.687.185,91","55.232.461,08"
2024,Ministério da Igualdade Racial - Unidades com vínculo direto,67000,Ministério da Igualdade Racial,67000,"58.216.081,55","39.245.942,37","37.196.014,22"
2024,Fundo da Marinha Mercante,49901,Ministério de Portos e Aeroportos,68000,"1.644.024.249,90","1.643.788.457,72","1.643.788.377,04"
2024,Agência Nacional de Aviação Civil,62201,Ministério de Portos e Aeroportos,68000,"559.335.288,46","536.454.321,80","493.311.406,65"
2024,Fundo Nacional de Aviação Civil,62901,Ministério de Portos e Aeroportos,68000,"559.201.456,80","466.962.606,75","466.962.606,75"
2024,Ministério de Portos e Aeroportos - Unidades com vínculo direto,68000,Ministério de Portos e Aeroportos,68000,"373.656.306,37","301.781.696,90","298.460.353,70"
2024,Agência Nacional de Transportes Aquaviários,68201,Ministério de Portos e Aeroportos,68000,"179.647.714,01","170.023.217,44","157.765.096,06"
2024,"Ministério do Empreendedorismo, da Microempresa e da Empresa de Pequeno Porte - Unidades com vínculo direto",69000,"Ministério do Empreendedorismo, da Microempresa e da Empresa de Pequeno Porte",69000,"6.557.088.564,01","5.392.045.884,84","5.391.632.688,77"
2024,Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto,81000,Ministério dos Direitos Humanos e Cidadania,81000,"413.612.224,99","266.951.861,34","263.813.010,69"
2024,Fundo Nacional para a Criança e o Adolescente,30913,Ministério dos Direitos Humanos e Cidadania,81000,"9.437.395,81","765.000,00","765.000,00"
2024,Fundo Nacional do Idoso,30914,Ministério dos Direitos Humanos e Cidadania,81000,"24,00","0,00","0,00"
2024,Fundação Nacional dos Povos Indígenas,30202,Ministério dos Povos Indígenas,84000,"1.095.210.173,96","755.043.184,15","707.948.563,95"
2024,Ministério dos Povos Indígenas - Unidades com vínculo direto,84000,Ministério dos Povos Indígenas,84000,"133.654.530,44","86.109.019,37","82.291.942,43"
2024,Fundação Nacional do Índio - Patrimônio Indígena,30205,Ministério dos Povos Indígenas,84000,"5.975.790,02","5.344.675,86","5.312.038,55"
